date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:20:07	121340/121340	---M--	200	added ('OK')	font/woff2	etag:W/%221d9fc-TA788dzMcpXvwm+r6B/+jyjVlKM%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/fonts/bootstrap-icons.woff2?1fa40e8900654d2863d011707b9fb6f2	C:/My%20Web%20Sites/holly/cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/fonts/bootstrap-iconse52a.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/bootstrap-icons.css)
09:20:07	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jun%202025%2007:20:00%20GMT	https://id.hollywoodbets.net/?returnUrl=%2Fconnect%2Fauthorize%3Fclient_id%3Dpremium%26redirect_uri%3Dhttps%253A%252F%252Fwww.hollywoodbets.net%26response_type%3Dcode%26scope%3Dopenid%2520offline_access%2520api%26state%3D7f8636d3c8f04504a514fa33169f20c8%26code_challenge%3DXn78TEKY_iBkzIezSf8WFWpt9EHOTgJqUdboSsKPHp0%26code_challenge_method%3DS256%26response_mode%3Dquery&handler=ResetOption	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/index1cdf.html	(from https://id.hollywoodbets.net/?ReturnUrl=%2Fconnect%2Fauthorize%3Fclient_id%3Dpremium%26redirect_uri%3Dhttps%253A%252F%252Fwww.hollywoodbets.net%26response_type%3Dcode%26scope%3Dopenid%2520offline_access%2520api%26state%3D7f8636d3c8f04504a514fa33169f20c8%26code_challenge%3DXn78TEKY_iBkzIezSf8WFWpt9EHOTgJqUdboSsKPHp0%26code_challenge_method%3DS256%26response_mode%3Dquery)
09:20:08	164360/164360	---M--	200	added ('OK')	font/woff	etag:W/%2228208-1ZjMYgRYsi2ARDzdaRACFzFu+vM%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/fonts/bootstrap-icons.woff?1fa40e8900654d2863d011707b9fb6f2	C:/My%20Web%20Sites/holly/cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/fonts/bootstrap-iconse52a.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/bootstrap-icons.css)
09:20:08	136598/136598	---M--	200	added ('OK')	image/png	etag:%221dbd6a3fec49896%22	https://id.hollywoodbets.net/images/bg-full.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/bg-full.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:08	80108/80108	---M--	200	added ('OK')	image/png	etag:%221dbd6a4363400c7%22	https://id.hollywoodbets.net/images/bg-medium.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/bg-medium.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:08	71742/71742	---M--	200	added ('OK')	image/png	etag:%221dbd623a5b60cbe%22	https://id.hollywoodbets.net/images/bg-640.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/bg-640.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:08	104130/104130	---M--	200	added ('OK')	image/png	etag:%221dbd6a41b6353c2%22	https://id.hollywoodbets.net/images/bg-768.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/bg-768.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:09	170552/170552	---M--	200	added ('OK')	image/png	etag:%221dbd623a5b58eb8%22	https://id.hollywoodbets.net/images/bg-1280.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/bg-1280.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:09	248543/248543	---M--	200	added ('OK')	image/png	etag:%221dbd623a5b4df2a%22	https://id.hollywoodbets.net/images/bg-1536.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/bg-1536.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:09	204699/204699	---M--	200	added ('OK')	image/png	etag:%221dbd623a5b40b1b%22	https://id.hollywoodbets.net/images/premium/premium-bg-full.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/premium/premium-bg-full.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:09	74717/74717	---M--	200	added ('OK')	image/png	etag:%221dbd623a5b6375d%22	https://id.hollywoodbets.net/images/premium/premium-bg-small.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/premium/premium-bg-small.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:10	1399/1399	---M--	200	added ('OK')	image/png	etag:%221dbd69f7a720e77%22	https://id.hollywoodbets.net/images/betfair/logo.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/betfair/logo.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:10	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Jun%202025%2007:20:03%20GMT	https://id.hollywoodbets.net/images/betfair/bg-1536.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/betfair/bg-1536.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:10	87091/87091	---M--	200	added ('OK')	image/png	etag:%221dbd623a5b640b3%22	https://id.hollywoodbets.net/images/betfair/bg-medium.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/betfair/bg-medium.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:10	2905/2905	---M--	200	added ('OK')	image/png	etag:%221dbd623a5b71fd9%22	https://id.hollywoodbets.net/images/cape-racing/cape-racing-logo.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/cape-racing/cape-racing-logo.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:11	192751/192751	---M--	200	added ('OK')	image/png	etag:%221dbd623a5b5e46f%22	https://id.hollywoodbets.net/images/cape-racing/bg-full.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/cape-racing/bg-full.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:11	79359/79359	---M--	200	added ('OK')	image/png	etag:%221dbd623a5b6217f%22	https://id.hollywoodbets.net/images/cape-racing/bg-medium.png	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/cape-racing/bg-medium.png	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:11	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Jun%202025%2007:20:04%20GMT	https://id.hollywoodbets.net/images/luckyfish/luckyfish-background.webp	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/luckyfish/luckyfish-background.webp	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:11	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Jun%202025%2007:20:05%20GMT	https://id.hollywoodbets.net/images/luckyfish/luckyfish-background-sm.webp	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/images/luckyfish/luckyfish-background-sm.webp	(from https://id.hollywoodbets.net/css/custom.css?v=bZ0O7jJ4VbldBjOnDPdGT2wqdI-weEjoOve4StkOhuI)
09:20:12	5239/5239	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2007:20:05%20GMT	https://id.hollywoodbets.net/ResetOption/?returnUrl=/connect/authorize?client_id=premium%26redirect_uri=https%3A%2F%2Fwww.hollywoodbets.net%26response_type=code%26scope=openid%20offline_access%20api%26state=7f8636d3c8f04504a514fa33169f20c8%26code_challenge=Xn78TEKY_iBkzIezSf8WFWpt9EHOTgJqUdboSsKPHp0%26code_challenge_method=S256%26response_mode=query	C:/My%20Web%20Sites/holly/id.hollywoodbets.net/ResetOption/index10be.html	(from https://id.hollywoodbets.net/?returnUrl=%2Fconnect%2Fauthorize%3Fclient_id%3Dpremium%26redirect_uri%3Dhttps%253A%252F%252Fwww.hollywoodbets.net%26response_type%3Dcode%26scope%3Dopenid%2520offline_access%2520api%26state%3D7f8636d3c8f04504a514fa33169f20c8%26code_challenge%3DXn78TEKY_iBkzIezSf8WFWpt9EHOTgJqUdboSsKPHp0%26code_challenge_method%3DS256%26response_mode%3Dquery&handler=ResetOption)
09:20:12	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/bootstrap-icons.css)
